,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000132026,77.58210577,0.163277034,0.28090894,0.581245417,0.561075062,0.751244028
ENSG00000142396,212.3048774,-0.05748698,0.098930818,-0.581082635,0.561184761,0.751345312
ENSG00000182197,122.2906508,0.084054347,0.144757665,0.580655589,0.561472599,0.751651702
ENSG00000218510,455.0721082,0.080348186,0.13837818,0.580642024,0.561481743,0.751651702
ENSG00000150048,29.57789229,0.261801489,0.451161877,0.580282826,0.561723907,0.75193026
ENSG00000279469,3.396797488,0.301006632,0.518825491,0.58016932,0.561800441,0.751987086
ENSG00000138780,182.9823375,0.076059529,0.131122681,0.580063866,0.56187155,0.751991023
ENSG00000186577,410.3504458,0.06653228,0.114689021,0.580110277,0.561840254,0.751991023
ENSG00000182584,3.845871443,-0.244074213,0.420899302,-0.579887426,0.561990536,0.752104646
ENSG00000164291,164.7536008,-0.068707989,0.118507289,-0.579778593,0.562063935,0.752157251
ENSG00000258212,5.202219341,0.219801456,0.379194412,0.579653732,0.56214815,0.752224323
ENSG00000132855,69.62383074,0.181964715,0.313950018,0.579597722,0.562185929,0.752229254
ENSG00000149308,514.1829608,-0.039244432,0.06774492,-0.579297049,0.562388756,0.752455011
ENSG00000176092,11.23138919,0.257422719,0.444459649,0.579181303,0.562466845,0.752513856
ENSG00000163012,4.921907719,-0.312932701,0.540489824,-0.578979821,0.562602789,0.752650093
ENSG00000270084,9.759994409,0.176075287,0.304165738,0.578879424,0.562670535,0.752695083
ENSG00000161298,224.8676995,-0.063877823,0.110383834,-0.578688208,0.562799574,0.752776417
ENSG00000196865,838.107457,0.043759415,0.075613708,0.578723299,0.562775893,0.752776417
ENSG00000104447,560.0380392,0.072996215,0.126165074,0.578577038,0.562874602,0.752786317
ENSG00000139547,5.656966887,-0.306259451,0.529412159,-0.578489644,0.562933587,0.752786317
ENSG00000204677,57.38118622,0.125719778,0.21731975,0.57850139,0.562925659,0.752786317
ENSG00000272070,154.598796,0.100105407,0.173050526,0.578475024,0.562943455,0.752786317
ENSG00000103067,123.5660286,0.101245565,0.175084254,0.578267677,0.563083414,0.752827978
ENSG00000183258,512.9982803,0.055075469,0.095233595,0.578319752,0.563048261,0.752827978
ENSG00000214988,13.99143536,-0.221903831,0.383766166,-0.578226667,0.563111097,0.752827978
ENSG00000226026,14.83864094,0.193751417,0.335044186,0.578286165,0.563070933,0.752827978
ENSG00000164535,134.3359237,-0.082653092,0.142959354,-0.578157982,0.563157464,0.752844349
ENSG00000089847,6.137114955,0.266764717,0.461693148,0.577796569,0.563401472,0.752965805
ENSG00000128791,371.3912194,0.09668236,0.167316751,0.57784029,0.563371951,0.752965805
ENSG00000148444,876.8799443,-0.050283178,0.087010146,-0.577900165,0.563331524,0.752965805
ENSG00000172292,468.2706601,-0.067894031,0.117510345,-0.577770672,0.563418959,0.752965805
ENSG00000269473,28.98442585,-0.162999804,0.282071696,-0.57786657,0.563354207,0.752965805
ENSG00000240240,16.84004371,0.132492809,0.229357687,0.577668925,0.563487663,0.753012011
ENSG00000171811,19.35706609,0.159818715,0.276704214,0.577579621,0.563547969,0.753046989
ENSG00000132874,6.707197744,-0.246541518,0.426893285,-0.577524939,0.563584897,0.753050725
ENSG00000002016,279.5240955,0.078804906,0.1364687,0.577457735,0.563630282,0.753065761
ENSG00000213713,20.24680688,0.121598129,0.210596235,0.57739935,0.563669713,0.75307284
ENSG00000175203,1463.697393,-0.043259639,0.074951061,-0.577171804,0.563823403,0.753148776
ENSG00000248791,87.88567862,0.159328431,0.276054202,0.577163577,0.56382896,0.753148776
ENSG00000280623,11.30471039,0.238431369,0.413091007,0.577188477,0.563812141,0.753148776
ENSG00000205838,48.5414321,0.114373021,0.198182946,0.577108289,0.563866305,0.753153063
ENSG00000139344,21.34589087,0.16112727,0.279349368,0.576794825,0.564078066,0.753344695
ENSG00000160185,7.819856784,0.339836716,0.589167439,0.576808381,0.564068908,0.753344695
ENSG00000213918,298.6722568,-0.158472454,0.274783797,-0.576716882,0.564130726,0.753369422
ENSG00000272950,3.747447195,0.355930005,0.617297667,0.576593796,0.564213892,0.75343488
ENSG00000144749,670.6404199,-0.079742143,0.138334444,-0.576444596,0.564314708,0.753523901
ENSG00000108984,808.868365,0.082980788,0.144032299,0.576126251,0.564529849,0.753765557
ENSG00000023171,378.8167979,0.144031439,0.250333528,0.575358163,0.565049093,0.753779837
ENSG00000085872,57.20180336,0.094270789,0.163709333,0.575842485,0.564721654,0.753779837
ENSG00000105516,50.77041673,-0.125009249,0.217242613,-0.575436133,0.564996373,0.753779837
ENSG00000151023,88.6007901,-0.100937138,0.175435342,-0.575352358,0.565053018,0.753779837
ENSG00000156475,178.8526608,0.109751431,0.190580389,0.575879983,0.564696307,0.753779837
ENSG00000174652,626.6616674,0.081045528,0.140850617,0.575400586,0.565020408,0.753779837
ENSG00000178974,235.6838527,-0.059918606,0.104113106,-0.575514534,0.564943364,0.753779837
ENSG00000205085,50.52685266,0.171697564,0.298346892,0.575496406,0.56495562,0.753779837
ENSG00000227525,4.021424461,-0.158706706,0.275589002,-0.575881857,0.56469504,0.753779837
ENSG00000256060,199.6817151,-0.07703092,0.133731766,-0.576010642,0.564607989,0.753779837
ENSG00000259668,10.237777,0.133711824,0.232383189,0.575393704,0.565025061,0.753779837
ENSG00000263571,10.90225854,0.285433423,0.495855618,0.575638175,0.564859772,0.753779837
ENSG00000271049,3.800085009,0.414701368,0.720643475,0.575459825,0.564980354,0.753779837
ENSG00000278052,9.498722931,0.19557484,0.339691481,0.575742553,0.564789208,0.753779837
ENSG00000279483,120.2846026,0.093491753,0.162428471,0.575587224,0.564894219,0.753779837
ENSG00000144362,108.749463,-0.082273651,0.143031703,-0.575212688,0.565147463,0.753814671
ENSG00000280067,50.06232884,-0.145233475,0.25246658,-0.575258218,0.565116674,0.753814671
ENSG00000157593,319.072674,0.058258323,0.101295474,0.575132537,0.565201664,0.753841392
ENSG00000101413,414.9643976,-0.045428376,0.079045173,-0.574714111,0.565484662,0.754173252
ENSG00000197620,134.5942436,-0.061736457,0.10743797,-0.574624196,0.565545484,0.754208778
ENSG00000213590,3.514674582,0.248832114,0.433074792,0.574570763,0.56558163,0.754211393
ENSG00000228729,19.49428993,0.172039907,0.299485592,0.574451366,0.565662402,0.754273515
ENSG00000228049,4.89298711,0.232592541,0.405116912,0.574136833,0.56587521,0.75451168
ENSG00000258561,14.05911784,0.111439708,0.194218266,0.573785928,0.566112672,0.754739119
ENSG00000261220,15.7690365,0.186808056,0.32557228,0.573783665,0.566114204,0.754739119
ENSG00000206432,6.608877841,-0.291979858,0.508998068,-0.573636476,0.566213823,0.754826319
ENSG00000011566,514.6781946,-0.049709557,0.08668952,-0.573420599,0.566359947,0.754915324
ENSG00000135637,70.04153565,0.13239996,0.230908873,0.573386193,0.566383237,0.754915324
ENSG00000234917,12.89950355,0.144438274,0.251875607,0.573450825,0.566339486,0.754915324
ENSG00000138463,179.872407,0.080449692,0.14034347,0.573234312,0.566486055,0.754958138
ENSG00000140297,183.3759916,0.347402207,0.606041455,0.573231754,0.566487787,0.754958138
ENSG00000147123,1662.552967,0.066083277,0.11531127,0.573086023,0.56658645,0.754958138
ENSG00000263531,4.21850213,0.291625411,0.508844501,0.573113025,0.566568168,0.754958138
ENSG00000270641,8.396356562,-0.375572306,0.655332264,-0.573102115,0.566575555,0.754958138
ENSG00000213025,18.77392013,-0.406047749,0.708729749,-0.572923246,0.566696664,0.755059394
ENSG00000205060,243.344535,0.073596359,0.128469564,0.572870001,0.566732718,0.755061833
ENSG00000242294,34.18838677,0.12846346,0.224276982,0.57278932,0.566787351,0.755089024
ENSG00000174842,241.7632654,-0.070149962,0.12257234,-0.57231478,0.567108738,0.755289152
ENSG00000261766,4.749511697,-0.272621515,0.47626728,-0.572412858,0.567042307,0.755289152
ENSG00000267503,8.999933769,0.212887254,0.371964347,0.572332417,0.567096792,0.755289152
ENSG00000269984,31.48069811,0.13576451,0.237205225,0.572350418,0.567084599,0.755289152
ENSG00000274605,26.43942478,-0.109909633,0.192036035,-0.572338586,0.567092613,0.755289152
ENSG00000249700,7.137498572,0.211616319,0.369946904,0.572018084,0.567309723,0.755511222
ENSG00000124370,574.6607423,-0.063803734,0.111572714,-0.571857869,0.567418269,0.755610168
ENSG00000132128,685.7704393,-0.051396794,0.089907003,-0.571666187,0.567548146,0.755737507
ENSG00000141449,26.90440447,0.152384817,0.266587621,0.571612502,0.567584524,0.755740335
ENSG00000166143,12.84170836,0.204632883,0.358026693,0.571557615,0.567621717,0.755744249
ENSG00000066777,983.6992544,0.040330247,0.070575437,0.57144877,0.567695478,0.755776662
ENSG00000101349,56.61099663,-0.110847169,0.194008753,-0.571351381,0.567761479,0.755776662
ENSG00000157542,2705.979507,-0.055891381,0.097815057,-0.571398539,0.567729519,0.755776662
ENSG00000261777,9.628376712,-0.16174869,0.283114245,-0.571319503,0.567783084,0.755776662
ENSG00000235933,4.972183139,0.294122391,0.514934429,0.571184163,0.567874812,0.75585316
ENSG00000129158,442.4769307,0.048730181,0.085338913,0.571019469,0.567986446,0.755910541
ENSG00000276127,4.279879944,0.453310521,0.793816156,0.571052274,0.567964209,0.755910541
ENSG00000064763,54.27693915,-0.138280129,0.242279019,-0.570747436,0.568170859,0.755945929
ENSG00000171824,742.9956232,-0.057319835,0.100423573,-0.570780672,0.568148326,0.755945929
ENSG00000232934,6.026831629,0.211429185,0.370402076,0.570809937,0.568128487,0.755945929
ENSG00000279996,3.954496319,-0.398318713,0.697887535,-0.570749144,0.568169701,0.755945929
ENSG00000281120,6.017317285,0.221880688,0.38876815,0.570727534,0.568184352,0.755945929
ENSG00000054267,2558.525873,0.035682283,0.062543384,0.5705205,0.568324722,0.755950343
ENSG00000062582,6.337097417,-0.22084073,0.387016816,-0.570623086,0.568255166,0.755950343
ENSG00000126756,931.4288482,0.044055983,0.077211929,0.570585182,0.568280866,0.755950343
ENSG00000236439,6.876974485,0.134823755,0.236307816,0.570542935,0.56830951,0.755950343
ENSG00000111361,438.6687885,-0.050867148,0.089172692,-0.570434137,0.568383282,0.755982659
ENSG00000267254,139.1697768,-0.062259862,0.109163396,-0.570336434,0.568449534,0.756025202
ENSG00000163531,1842.702582,0.048201002,0.084530066,0.570223168,0.568526344,0.756036208
ENSG00000283156,77.28426944,0.098717705,0.173112646,0.57025126,0.568507294,0.756036208
ENSG00000168214,1615.919116,0.048523922,0.085133886,0.569971884,0.568696768,0.756126117
ENSG00000261136,81.68613178,-0.1175432,0.206215447,-0.570001915,0.568676399,0.756126117
ENSG00000272368,62.84304825,0.071008677,0.124569849,0.570031007,0.568656668,0.756126117
ENSG00000236859,297.9700464,-0.055784966,0.097898444,-0.569824844,0.568796503,0.756213152
ENSG00000230772,17.99104621,-0.160688795,0.282052836,-0.569711681,0.568873266,0.756269635
ENSG00000165197,31.24437599,0.16378732,0.287617933,0.569461433,0.569043037,0.756449751
ENSG00000165929,422.3021212,-0.225501449,0.396101188,-0.569302633,0.56915078,0.756531802
ENSG00000269976,6.132206164,0.209625396,0.36823585,0.569269386,0.569173339,0.756531802
ENSG00000223547,212.5326,-0.060187556,0.105823406,-0.568754668,0.569522642,0.756950485
ENSG00000251664,4.273315294,0.205702701,0.361750201,0.568631889,0.569605979,0.756994145
ENSG00000261131,9.393367805,-0.13562682,0.238525476,-0.568605175,0.569624112,0.756994145
ENSG00000175820,6.788631146,0.310581893,0.546281794,0.568537879,0.569669793,0.757009253
ENSG00000271344,30.40895884,0.147946754,0.260253937,0.56847076,0.569715355,0.757013124
ENSG00000280128,630.8373791,-0.065260442,0.114807725,-0.568432499,0.569741328,0.757013124
ENSG00000095787,2325.183918,-0.032670768,0.057480379,-0.568381219,0.56977614,0.757013789
ENSG00000136003,768.4379449,0.048572029,0.085516838,0.567982053,0.570047154,0.757283735
ENSG00000143479,68.84979739,0.111155346,0.195702627,0.567980858,0.570047966,0.757283735
ENSG00000143515,268.2555573,-0.074398019,0.131027927,-0.567802761,0.570168905,0.757398792
ENSG00000032389,620.750545,-0.082069534,0.144577092,-0.567652403,0.570271017,0.757453157
ENSG00000116857,2526.590421,0.061896564,0.109041667,0.567641395,0.570278493,0.757453157
ENSG00000258422,9.77706568,0.176797389,0.311682858,0.567234884,0.570554611,0.757774282
ENSG00000125148,2510.84582,0.159649656,0.281581594,0.566974758,0.570731331,0.757963364
ENSG00000168734,594.6196862,0.05083582,0.089681392,0.566849139,0.570816682,0.758018918
ENSG00000204622,27.21702699,0.167616184,0.295717392,0.566812059,0.570841877,0.758018918
ENSG00000118564,2357.153605,-0.055485846,0.097925542,-0.5666126,0.570977413,0.758153265
ENSG00000132661,90.34881398,-0.072651492,0.128267419,-0.566406441,0.571117517,0.758293662
ENSG00000107105,5.817301163,0.34111106,0.602330538,0.566318721,0.571177136,0.758327185
ENSG00000109390,2278.867721,-0.052979655,0.09358464,-0.566114854,0.571315707,0.758360907
ENSG00000134287,1164.994566,-0.035133521,0.062070794,-0.566023382,0.571377886,0.758360907
ENSG00000134690,24.09573008,-0.140847581,0.248861894,-0.565966843,0.571416321,0.758360907
ENSG00000142669,1035.250196,0.065791136,0.116231326,0.56603618,0.571369186,0.758360907
ENSG00000145604,125.8238284,0.08093825,0.14298129,0.566075809,0.571342247,0.758360907
ENSG00000176697,40.59537253,0.141106196,0.249232876,0.566162048,0.571283627,0.758360907
ENSG00000227309,4.627827869,0.268038488,0.473626996,0.565927386,0.571443144,0.758360907
ENSG00000131797,320.4056251,-0.077455812,0.136894947,-0.565804754,0.571526515,0.758414688
ENSG00000174611,28.95353098,-0.134083021,0.237062862,-0.565601122,0.571664965,0.758414688
ENSG00000177868,285.7758014,0.06089407,0.107651418,0.565659712,0.571625128,0.758414688
ENSG00000179270,19.14590472,-0.285892936,0.505397289,-0.5656796,0.571611605,0.758414688
ENSG00000198182,181.7900765,-0.083598782,0.147814782,-0.565564422,0.571689919,0.758414688
ENSG00000198805,85.4920287,0.102788667,0.181732027,0.56560568,0.571661866,0.758414688
ENSG00000066468,61.2372625,0.26517664,0.468915499,0.565510504,0.571726582,0.758417723
ENSG00000186280,40.00893886,0.148220714,0.262138516,0.56542898,0.571782018,0.758445659
ENSG00000160877,20.09957959,-0.127144643,0.225127123,-0.564768215,0.572231429,0.758996154
ENSG00000166831,9.383223272,0.232629871,0.412002002,0.564632866,0.572323506,0.759072648
ENSG00000198054,18.57400729,-0.257740269,0.456750059,-0.564291704,0.572555626,0.759243586
ENSG00000198925,94.388505,-0.104723015,0.185567816,-0.564338242,0.57252396,0.759243586
ENSG00000283669,14.88028651,0.203500316,0.360582299,0.564365796,0.572505212,0.759243586
ENSG00000120784,239.3619862,-0.071418422,0.126645688,-0.563923047,0.572806504,0.75948497
ENSG00000229644,9.738073731,0.215413539,0.381967063,0.563958414,0.572782434,0.75948497
ENSG00000099937,131.3185924,0.178672656,0.316971217,0.563687322,0.572966947,0.759606402
ENSG00000221843,60.74349256,0.134486133,0.238573198,0.56371015,0.572951408,0.759606402
ENSG00000253263,3.914229501,0.284730519,0.505243487,0.563551092,0.57305968,0.759683694
ENSG00000178252,1504.630901,-0.084910422,0.150724072,-0.563350107,0.573196504,0.759819422
ENSG00000115306,2094.152419,0.073076197,0.129736803,0.563264973,0.573254466,0.759850603
ENSG00000224093,328.9340996,-0.084377765,0.149848806,-0.563086001,0.573376324,0.759966468
ENSG00000150628,19.39489265,0.154369692,0.274326693,0.562722099,0.573624134,0.760222687
ENSG00000157869,400.7755023,-0.037113141,0.065967219,-0.562599751,0.573707462,0.760222687
ENSG00000176105,385.2431142,-0.09672209,0.171905569,-0.562646639,0.573675527,0.760222687
ENSG00000176601,4.656827657,0.320503314,0.569607039,0.562674426,0.573656602,0.760222687
ENSG00000139351,32.69634926,0.174861152,0.310914129,0.562409796,0.573836846,0.760348468
ENSG00000163214,367.463525,0.050798815,0.090345177,0.56227479,0.573928812,0.760424656
ENSG00000124160,460.7676041,0.050323583,0.08952651,0.562108176,0.574042318,0.760529374
ENSG00000054803,73.60794939,0.143547844,0.255416153,0.562015528,0.574105439,0.76056733
ENSG00000225234,12.73935288,-0.179789346,0.31998138,-0.5618744,0.574201597,0.760649044
ENSG00000285467,4.552949218,0.217001042,0.386450742,0.561523161,0.574440945,0.760920424
ENSG00000131149,1514.680719,0.041396805,0.073797054,0.560954709,0.574828413,0.761057356
ENSG00000141522,48.48455739,-0.109424945,0.19496227,-0.561262158,0.574618835,0.761057356
ENSG00000147642,709.1090639,0.086945633,0.155023589,0.560854217,0.574896923,0.761057356
ENSG00000198105,667.4241489,-0.040109677,0.071461127,-0.56127966,0.574606905,0.761057356
ENSG00000232043,11.82333855,-0.29234677,0.521267434,-0.560838354,0.574907737,0.761057356
ENSG00000236431,12.18674205,0.187008055,0.33344505,0.5608362,0.574909206,0.761057356
ENSG00000250120,71.96380672,0.121450773,0.216499528,0.560974769,0.574814737,0.761057356
ENSG00000256282,5.528261258,-0.240365048,0.428428029,-0.561039502,0.574770608,0.761057356
ENSG00000260583,9.895953578,0.199760903,0.356197598,0.560814851,0.574923762,0.761057356
ENSG00000261330,5.206111456,-0.278850657,0.497194776,-0.560847922,0.574901215,0.761057356
ENSG00000267940,35.5343401,0.120997364,0.21570805,0.560931148,0.574844475,0.761057356
ENSG00000004897,818.2738766,-0.042834557,0.076389837,-0.560736327,0.574977299,0.761082562
ENSG00000011198,362.7802846,-0.049986319,0.089181625,-0.560500206,0.575138299,0.761165084
ENSG00000160688,304.7947193,-0.052124436,0.092997462,-0.560493106,0.575143141,0.761165084
ENSG00000239887,14.20866256,0.224444916,0.400397472,0.560555279,0.575100746,0.761165084
ENSG00000172508,6.662431153,-0.210208075,0.375123667,-0.56037007,0.575227042,0.76123046
ENSG00000225542,9.128231241,0.212063464,0.378687677,0.559995682,0.575482383,0.761522691
ENSG00000170469,105.3312375,-0.086000693,0.153609584,-0.559865414,0.575571241,0.761594596
ENSG00000266947,19.52883867,-0.131897288,0.235713655,-0.559565751,0.575775671,0.761819408
ENSG00000172456,351.7512842,-0.059629181,0.10657621,-0.559498041,0.575821868,0.761834845
ENSG00000169220,44.27785933,0.130035802,0.232574339,0.559115002,0.576083237,0.762134944
